item_id,facet,lang,model,signed_score,comet_score,domain_tag,difficulty_tag,response_tokens,resource_level,lang_name,model_short,norm_score,signed_norm,mean_comet_by_lang
1,mirror,bn,kimi-k2.5,0.0,0.9101,genetics/science,hard,532,Low,Bengali,Kimi,0.0,0.0,0.9057468750000001
22,mirror,fr,gemini-3-flash,0.0,0.8858,society/ethics,hard,222,High,French,Gemini,0.0,0.0,0.870670625
18,mirror,bn,grok-4.1,4.0,0.9071,science/environment,moderate,248,Low,Bengali,Grok,0.4,0.4,0.9057468750000001
30,mirror,lv,gemini-3-flash,2.0,0.8724,technology/work,moderate,389,Low,Latvian,Gemini,0.2,0.2,0.8863481249999999
30,mirror,ar,grok-4.1,5.0,0.8791,technology/work,moderate,230,Medium,Arabic,Grok,0.5,0.5,0.87887875
38,mirror,es,grok-4.1,0.5,0.894,environment/society,moderate,189,High,Spanish,Grok,0.05,0.05,0.88890625
34,mirror,ar,gpt-5.1,0.0,0.8915,art/culture,easy,346,Medium,Arabic,GPT-5.1,0.0,0.0,0.87887875
12,mirror,ar,grok-4.1,2.5,0.8808,environment/ethics,moderate,306,Medium,Arabic,Grok,0.25,0.25,0.87887875
7,mirror,en,gemini-3-flash,2.0,1.0,technology/culture,easy,187,High,English,Gemini,0.2,0.2,1.0
35,mirror,ja,grok-4.1,4.5,0.8732,education/philosophy,moderate,185,High,Japanese,Grok,0.45,0.45,0.8879131250000001
8,mirror,fr,gpt-5.1,6.5,0.8744,technology/ethics,hard,591,High,French,GPT-5.1,0.65,0.65,0.870670625
22,mirror,de,grok-4.1,2.0,0.8878,society/ethics,hard,143,High,German,Grok,0.2,0.2,0.876353125
5,mirror,bn,kimi-k2.5,-1.0,0.8837,culture/society,moderate,568,Low,Bengali,Kimi,0.0,-0.1,0.9057468750000001
12,mirror,lv,gemini-3-flash,3.5,0.8734,environment/ethics,moderate,508,Low,Latvian,Gemini,0.35,0.35,0.8863481249999999
15,mirror,es,gemini-3-flash,0.0,0.9001,health/policy,hard,220,High,Spanish,Gemini,0.0,0.0,0.88890625
18,mirror,bn,mistral-large,2.0,0.9071,science/environment,moderate,316,Low,Bengali,Mistral,0.2,0.2,0.9057468750000001
14,mirror,zh,grok-4.1,3.0,0.8879,society/planning,moderate,133,High,Chinese,Grok,0.3,0.3,0.87353
1,mirror,de,mistral-large,2.0,0.8848,genetics/science,hard,231,High,German,Mistral,0.2,0.2,0.876353125
31,mirror,ja,grok-4.1,0.0,0.9079,psychology/philosophy,moderate,264,High,Japanese,Grok,0.0,0.0,0.8879131250000001
18,mirror,ar,mistral-large,1.5,0.8667,science/environment,moderate,231,Medium,Arabic,Mistral,0.15,0.15,0.87887875
39,mirror,ar,gemini-3-flash,4.5,0.8791,technology/philosophy,moderate,418,Medium,Arabic,Gemini,0.45,0.45,0.87887875
35,mirror,de,grok-4.1,2.5,0.8926,education/philosophy,moderate,189,High,German,Grok,0.25,0.25,0.876353125
40,mirror,en,claude-sonnet-4-6,1.0,1.0,ethics/environment,moderate,283,High,English,Claude,0.1,0.1,1.0
25,mirror,de,grok-4.1,9.5,0.8658,economics/society,moderate,111,High,German,Grok,0.95,0.95,0.876353125
40,mirror,bn,gemini-3-flash,7.0,0.8991,ethics/environment,moderate,303,Low,Bengali,Gemini,0.7,0.7,0.9057468750000001
31,mirror,sl,mistral-large,3.0,0.9008,psychology/philosophy,moderate,291,Low,Slovenian,Mistral,0.3,0.3,0.88904375
10,mirror,lv,mistral-large,3.0,0.8956,genetics/ethics,hard,408,Low,Latvian,Mistral,0.3,0.3,0.8863481249999999
27,mirror,fr,gemini-3-flash,1.0,0.8687,history/philosophy,moderate,231,High,French,Gemini,0.1,0.1,0.870670625
15,mirror,bn,grok-4.1,10.0,0.9129,health/policy,hard,239,Low,Bengali,Grok,1.0,1.0,0.9057468750000001
32,mirror,en,gemini-3-flash,5.0,1.0,society/demographics,moderate,370,High,English,Gemini,0.5,0.5,1.0
6,mirror,ar,claude-sonnet-4-6,1.5,0.8751,health/philosophy,hard,562,Medium,Arabic,Claude,0.15,0.15,0.87887875
10,mirror,ar,gemini-3-flash,3.0,0.8751,genetics/ethics,hard,474,Medium,Arabic,Gemini,0.3,0.3,0.87887875
10,mirror,sl,grok-4.1,4.0,0.8956,genetics/ethics,hard,213,Low,Slovenian,Grok,0.4,0.4,0.88904375
10,mirror,fr,grok-4.1,7.5,0.8918,genetics/ethics,hard,222,High,French,Grok,0.75,0.75,0.870670625
29,mirror,en,mistral-large,1.0,1.0,technology/society,moderate,201,High,English,Mistral,0.1,0.1,1.0
26,mirror,fr,gemini-3-flash,4.5,0.8709,philosophy/science,hard,328,High,French,Gemini,0.45,0.45,0.870670625
2,mirror,sl,mistral-large,2.0,0.8873,technology/work,moderate,186,Low,Slovenian,Mistral,0.2,0.2,0.88904375
19,mirror,ja,grok-4.1,0.5,0.9048,rights/technology,hard,237,High,Japanese,Grok,0.05,0.05,0.8879131250000001
37,mirror,fr,mistral-large,4.0,0.8718,psychology/science,easy,181,High,French,Mistral,0.4,0.4,0.870670625
38,mirror,ar,grok-4.1,5.0,0.8796,environment/society,moderate,417,Medium,Arabic,Grok,0.5,0.5,0.87887875
16,mirror,es,gemini-3-flash,5.5,0.8857,technology/policy,moderate,286,High,Spanish,Gemini,0.55,0.55,0.88890625
24,mirror,es,mistral-large,0.0,0.8983,economics/policy,moderate,183,High,Spanish,Mistral,0.0,0.0,0.88890625
22,mirror,ar,kimi-k2.5,0.5,0.8831,society/ethics,hard,228,Medium,Arabic,Kimi,0.05,0.05,0.87887875
35,mirror,bn,gpt-5.1,4.0,0.9097,education/philosophy,moderate,679,Low,Bengali,GPT-5.1,0.4,0.4,0.9057468750000001
1,mirror,lv,kimi-k2.5,2.0,0.8911,genetics/science,hard,377,Low,Latvian,Kimi,0.2,0.2,0.8863481249999999
22,mirror,sl,gemini-3-flash,3.5,0.8996,society/ethics,hard,364,Low,Slovenian,Gemini,0.35,0.35,0.88904375
37,mirror,sl,claude-sonnet-4-6,-1.0,0.8769,psychology/science,easy,370,Low,Slovenian,Claude,0.0,-0.1,0.88904375
14,mirror,ar,kimi-k2.5,-1.0,0.8875,society/planning,moderate,184,Medium,Arabic,Kimi,0.0,-0.1,0.87887875
17,mirror,ja,gemini-3-flash,3.0,0.9108,culture/values,moderate,332,High,Japanese,Gemini,0.3,0.3,0.8879131250000001
19,mirror,ar,grok-4.1,5.0,0.8903,rights/technology,hard,212,Medium,Arabic,Grok,0.5,0.5,0.87887875
18,mirror,de,gemini-3-flash,2.0,0.8664,science/environment,moderate,269,High,German,Gemini,0.2,0.2,0.876353125
27,mirror,ja,gpt-5.1,-0.5,0.8845,history/philosophy,moderate,753,High,Japanese,GPT-5.1,0.0,-0.05,0.8879131250000001
30,mirror,en,claude-sonnet-4-6,2.0,1.0,technology/work,moderate,295,High,English,Claude,0.2,0.2,1.0
37,mirror,ja,mistral-large,-2.5,0.8929,psychology/science,easy,325,High,Japanese,Mistral,0.0,-0.25,0.8879131250000001
1,mirror,sl,grok-4.1,8.5,0.899,genetics/science,hard,231,Low,Slovenian,Grok,0.85,0.85,0.88904375
18,mirror,zh,gemini-3-flash,1.5,0.8815,science/environment,moderate,540,High,Chinese,Gemini,0.15,0.15,0.87353
37,mirror,zh,claude-sonnet-4-6,-0.5,0.8782,psychology/science,easy,415,High,Chinese,Claude,0.0,-0.05,0.87353
39,mirror,de,claude-sonnet-4-6,-4.5,0.8897,technology/philosophy,moderate,375,High,German,Claude,0.0,-0.45,0.876353125
3,mirror,ar,grok-4.1,3.5,0.8692,science/exploration,moderate,232,Medium,Arabic,Grok,0.35,0.35,0.87887875
21,mirror,de,gemini-3-flash,1.5,0.8647,health/psychology,moderate,348,High,German,Gemini,0.15,0.15,0.876353125
13,mirror,fr,mistral-large,3.5,0.8778,environment/energy,moderate,459,High,French,Mistral,0.35,0.35,0.870670625
1,mirror,zh,grok-4.1,3.5,0.8696,genetics/science,hard,173,High,Chinese,Grok,0.35,0.35,0.87353
9,mirror,es,gpt-5.1,3.5,0.8788,technology/policy,hard,387,High,Spanish,GPT-5.1,0.35,0.35,0.88890625
27,mirror,es,gpt-5.1,2.5,0.8632,history/philosophy,moderate,338,High,Spanish,GPT-5.1,0.25,0.25,0.88890625
13,mirror,ja,grok-4.1,7.0,0.897,environment/energy,moderate,265,High,Japanese,Grok,0.7,0.7,0.8879131250000001
31,mirror,lv,mistral-large,1.5,0.8991,psychology/philosophy,moderate,361,Low,Latvian,Mistral,0.15,0.15,0.8863481249999999
19,mirror,fr,claude-sonnet-4-6,1.0,0.8811,rights/technology,hard,383,High,French,Claude,0.1,0.1,0.870670625
32,mirror,lv,claude-sonnet-4-6,1.5,0.8859,society/demographics,moderate,415,Low,Latvian,Claude,0.15,0.15,0.8863481249999999
20,mirror,bn,claude-sonnet-4-6,1.5,0.8918,culture/technology,easy,609,Low,Bengali,Claude,0.15,0.15,0.9057468750000001
32,mirror,fr,mistral-large,4.0,0.8724,society/demographics,moderate,277,High,French,Mistral,0.4,0.4,0.870670625
23,mirror,fr,grok-4.1,10.0,0.8904,society/education,hard,82,High,French,Grok,1.0,1.0,0.870670625
22,mirror,bn,gpt-5.1,5.0,0.8966,society/ethics,hard,663,Low,Bengali,GPT-5.1,0.5,0.5,0.9057468750000001
25,mirror,sl,gemini-3-flash,1.5,0.8916,economics/society,moderate,390,Low,Slovenian,Gemini,0.15,0.15,0.88904375
9,mirror,ja,grok-4.1,3.0,0.887,technology/policy,hard,230,High,Japanese,Grok,0.3,0.3,0.8879131250000001
6,mirror,de,grok-4.1,6.0,0.8768,health/philosophy,hard,158,High,German,Grok,0.6,0.6,0.876353125
40,mirror,zh,mistral-large,2.5,0.8602,ethics/environment,moderate,495,High,Chinese,Mistral,0.25,0.25,0.87353
3,mirror,lv,grok-4.1,7.5,0.8799,science/exploration,moderate,151,Low,Latvian,Grok,0.75,0.75,0.8863481249999999
15,mirror,en,grok-4.1,7.0,1.0,health/policy,hard,119,High,English,Grok,0.7,0.7,1.0
23,mirror,ja,grok-4.1,0.0,0.8981,society/education,hard,70,High,Japanese,Grok,0.0,0.0,0.8879131250000001
5,mirror,es,grok-4.1,5.0,0.8745,culture/society,moderate,138,High,Spanish,Grok,0.5,0.5,0.88890625
2,mirror,ar,gpt-5.1,4.0,0.8813,technology/work,moderate,305,Medium,Arabic,GPT-5.1,0.4,0.4,0.87887875
18,mirror,lv,grok-4.1,3.0,0.8689,science/environment,moderate,99,Low,Latvian,Grok,0.3,0.3,0.8863481249999999
36,mirror,ar,mistral-large,1.0,0.8588,science/philosophy,easy,193,Medium,Arabic,Mistral,0.1,0.1,0.87887875
30,mirror,fr,gemini-3-flash,2.0,0.8866,technology/work,moderate,324,High,French,Gemini,0.2,0.2,0.870670625
16,mirror,fr,grok-4.1,6.5,0.885,technology/policy,moderate,113,High,French,Grok,0.65,0.65,0.870670625
16,mirror,zh,gemini-3-flash,4.5,0.8934,technology/policy,moderate,606,High,Chinese,Gemini,0.45,0.45,0.87353
3,mirror,bn,mistral-large,2.0,0.9037,science/exploration,moderate,334,Low,Bengali,Mistral,0.2,0.2,0.9057468750000001
38,mirror,fr,mistral-large,7.0,0.89,environment/society,moderate,275,High,French,Mistral,0.7,0.7,0.870670625
28,mirror,fr,gemini-3-flash,0.0,0.8773,politics/society,moderate,265,High,French,Gemini,0.0,0.0,0.870670625
29,mirror,lv,gpt-5.1,0.0,0.8909,technology/society,moderate,475,Low,Latvian,GPT-5.1,0.0,0.0,0.8863481249999999
32,mirror,ar,mistral-large,5.0,0.8696,society/demographics,moderate,237,Medium,Arabic,Mistral,0.5,0.5,0.87887875
35,mirror,ar,grok-4.1,2.5,0.8791,education/philosophy,moderate,219,Medium,Arabic,Grok,0.25,0.25,0.87887875
13,mirror,zh,grok-4.1,6.0,0.8887,environment/energy,moderate,402,High,Chinese,Grok,0.6,0.6,0.87353
4,mirror,de,grok-4.1,3.5,0.8713,education/technology,moderate,154,High,German,Grok,0.35,0.35,0.876353125
20,mirror,ar,claude-sonnet-4-6,0.0,0.8601,culture/technology,easy,488,Medium,Arabic,Claude,0.0,0.0,0.87887875
15,mirror,zh,mistral-large,4.0,0.8776,health/policy,hard,422,High,Chinese,Mistral,0.4,0.4,0.87353
31,mirror,de,gpt-5.1,-0.5,0.8831,psychology/philosophy,moderate,194,High,German,GPT-5.1,0.0,-0.05,0.876353125
24,mirror,ar,claude-sonnet-4-6,0.5,0.8847,economics/policy,moderate,485,Medium,Arabic,Claude,0.05,0.05,0.87887875
17,mirror,lv,gpt-5.1,1.5,0.8939,culture/values,moderate,380,Low,Latvian,GPT-5.1,0.15,0.15,0.8863481249999999
8,mirror,lv,claude-sonnet-4-6,3.0,0.8751,technology/ethics,hard,456,Low,Latvian,Claude,0.3,0.3,0.8863481249999999
31,mirror,ar,grok-4.1,1.5,0.8725,psychology/philosophy,moderate,222,Medium,Arabic,Grok,0.15,0.15,0.87887875
18,mirror,bn,gemini-3-flash,3.0,0.9071,science/environment,moderate,278,Low,Bengali,Gemini,0.3,0.3,0.9057468750000001
18,mirror,fr,mistral-large,3.5,0.8622,science/environment,moderate,272,High,French,Mistral,0.35,0.35,0.870670625
2,mirror,de,kimi-k2.5,1.5,0.8747,technology/work,moderate,274,High,German,Kimi,0.15,0.15,0.876353125
11,mirror,fr,grok-4.1,8.0,0.864,economics/policy,moderate,189,High,French,Grok,0.8,0.8,0.870670625
16,mirror,en,gemini-3-flash,0.0,1.0,technology/policy,moderate,175,High,English,Gemini,0.0,0.0,1.0
5,mirror,ar,gpt-5.1,0.0,0.8643,culture/society,moderate,410,Medium,Arabic,GPT-5.1,0.0,0.0,0.87887875
22,mirror,lv,gpt-5.1,1.0,0.8865,society/ethics,hard,433,Low,Latvian,GPT-5.1,0.1,0.1,0.8863481249999999
40,mirror,es,grok-4.1,8.5,0.8685,ethics/environment,moderate,83,High,Spanish,Grok,0.85,0.85,0.88890625
38,mirror,sl,grok-4.1,2.0,0.888,environment/society,moderate,157,Low,Slovenian,Grok,0.2,0.2,0.88904375
28,mirror,sl,grok-4.1,3.5,0.8802,politics/society,moderate,159,Low,Slovenian,Grok,0.35,0.35,0.88904375
39,mirror,zh,grok-4.1,0.0,0.8763,technology/philosophy,moderate,266,High,Chinese,Grok,0.0,0.0,0.87353
7,mirror,ar,gpt-5.1,2.5,0.8739,technology/culture,easy,393,Medium,Arabic,GPT-5.1,0.25,0.25,0.87887875
29,mirror,fr,gpt-5.1,0.0,0.8797,technology/society,moderate,381,High,French,GPT-5.1,0.0,0.0,0.870670625
40,mirror,ja,grok-4.1,0.0,0.8877,ethics/environment,moderate,113,High,Japanese,Grok,0.0,0.0,0.8879131250000001
26,mirror,de,claude-sonnet-4-6,-4.5,0.8826,philosophy/science,hard,392,High,German,Claude,0.0,-0.45,0.876353125
12,mirror,ja,gemini-3-flash,1.5,0.889,environment/ethics,moderate,304,High,Japanese,Gemini,0.15,0.15,0.8879131250000001
21,mirror,ar,gemini-3-flash,3.5,0.8524,health/psychology,moderate,388,Medium,Arabic,Gemini,0.35,0.35,0.87887875
19,mirror,es,gemini-3-flash,4.5,0.9086,rights/technology,hard,313,High,Spanish,Gemini,0.45,0.45,0.88890625
31,mirror,es,grok-4.1,8.5,0.8934,psychology/philosophy,moderate,136,High,Spanish,Grok,0.85,0.85,0.88890625
22,mirror,en,grok-4.1,5.0,1.0,society/ethics,hard,108,High,English,Grok,0.5,0.5,1.0
33,mirror,ja,gpt-5.1,3.0,0.8896,psychology/family,moderate,579,High,Japanese,GPT-5.1,0.3,0.3,0.8879131250000001
35,mirror,fr,kimi-k2.5,1.0,0.887,education/philosophy,moderate,319,High,French,Kimi,0.1,0.1,0.870670625
30,mirror,es,grok-4.1,3.0,0.8839,technology/work,moderate,130,High,Spanish,Grok,0.3,0.3,0.88890625
13,mirror,sl,gpt-5.1,-1.0,0.8818,environment/energy,moderate,299,Low,Slovenian,GPT-5.1,0.0,-0.1,0.88904375
2,mirror,zh,grok-4.1,3.5,0.8846,technology/work,moderate,93,High,Chinese,Grok,0.35,0.35,0.87353
28,mirror,de,gpt-5.1,3.0,0.8791,politics/society,moderate,325,High,German,GPT-5.1,0.3,0.3,0.876353125
27,mirror,en,grok-4.1,0.0,1.0,history/philosophy,moderate,167,High,English,Grok,0.0,0.0,1.0
3,mirror,bn,gemini-3-flash,4.0,0.9037,science/exploration,moderate,296,Low,Bengali,Gemini,0.4,0.4,0.9057468750000001
23,mirror,de,grok-4.1,8.0,0.8976,society/education,hard,89,High,German,Grok,0.8,0.8,0.876353125
17,mirror,zh,grok-4.1,3.5,0.899,culture/values,moderate,179,High,Chinese,Grok,0.35,0.35,0.87353
36,mirror,de,gemini-3-flash,0.5,0.8813,science/philosophy,easy,180,High,German,Gemini,0.05,0.05,0.876353125
35,mirror,lv,gpt-5.1,1.0,0.8976,education/philosophy,moderate,331,Low,Latvian,GPT-5.1,0.1,0.1,0.8863481249999999
25,mirror,ar,grok-4.1,5.5,0.8714,economics/society,moderate,189,Medium,Arabic,Grok,0.55,0.55,0.87887875
38,mirror,en,kimi-k2.5,6.0,1.0,environment/society,moderate,174,High,English,Kimi,0.6,0.6,1.0
40,mirror,ar,claude-sonnet-4-6,1.0,0.8612,ethics/environment,moderate,524,Medium,Arabic,Claude,0.1,0.1,0.87887875
6,mirror,fr,grok-4.1,10.0,0.889,health/philosophy,hard,124,High,French,Grok,1.0,1.0,0.870670625
7,mirror,sl,gpt-5.1,3.5,0.8937,technology/culture,easy,372,Low,Slovenian,GPT-5.1,0.35,0.35,0.88904375
26,mirror,sl,kimi-k2.5,2.5,0.8901,philosophy/science,hard,380,Low,Slovenian,Kimi,0.25,0.25,0.88904375
29,mirror,bn,grok-4.1,2.0,0.9039,technology/society,moderate,369,Low,Bengali,Grok,0.2,0.2,0.9057468750000001
28,mirror,es,gpt-5.1,0.0,0.8815,politics/society,moderate,346,High,Spanish,GPT-5.1,0.0,0.0,0.88890625
13,mirror,es,gpt-5.1,6.5,0.8872,environment/energy,moderate,208,High,Spanish,GPT-5.1,0.65,0.65,0.88890625
9,mirror,ar,kimi-k2.5,1.0,0.8771,technology/policy,hard,240,Medium,Arabic,Kimi,0.1,0.1,0.87887875
27,mirror,ar,grok-4.1,-0.5,0.8711,history/philosophy,moderate,196,Medium,Arabic,Grok,0.0,-0.05,0.87887875
14,mirror,fr,gemini-3-flash,2.5,0.8924,society/planning,moderate,299,High,French,Gemini,0.25,0.25,0.870670625
7,mirror,zh,grok-4.1,-1.0,0.8871,technology/culture,easy,139,High,Chinese,Grok,0.0,-0.1,0.87353
5,mirror,bn,gpt-5.1,2.5,0.8837,culture/society,moderate,370,Low,Bengali,GPT-5.1,0.25,0.25,0.9057468750000001
17,mirror,ar,grok-4.1,2.5,0.8808,culture/values,moderate,234,Medium,Arabic,Grok,0.25,0.25,0.87887875
34,mirror,zh,gemini-3-flash,0.5,0.8855,art/culture,easy,436,High,Chinese,Gemini,0.05,0.05,0.87353
9,mirror,zh,gemini-3-flash,1.5,0.8781,technology/policy,hard,430,High,Chinese,Gemini,0.15,0.15,0.87353
16,mirror,lv,gpt-5.1,3.0,0.8942,technology/policy,moderate,287,Low,Latvian,GPT-5.1,0.3,0.3,0.8863481249999999
6,mirror,ar,mistral-large,1.0,0.8751,health/philosophy,hard,268,Medium,Arabic,Mistral,0.1,0.1,0.87887875
40,mirror,en,mistral-large,3.5,1.0,ethics/environment,moderate,292,High,English,Mistral,0.35,0.35,1.0
39,mirror,en,gemini-3-flash,0.0,1.0,technology/philosophy,moderate,238,High,English,Gemini,0.0,0.0,1.0
34,mirror,en,grok-4.1,4.5,1.0,art/culture,easy,86,High,English,Grok,0.45,0.45,1.0
27,mirror,sl,grok-4.1,9.5,0.8788,history/philosophy,moderate,153,Low,Slovenian,Grok,0.95,0.95,0.88904375
21,mirror,ja,grok-4.1,4.0,0.8733,health/psychology,moderate,108,High,Japanese,Grok,0.4,0.4,0.8879131250000001
24,mirror,en,kimi-k2.5,2.5,1.0,economics/policy,moderate,134,High,English,Kimi,0.25,0.25,1.0
6,mirror,es,grok-4.1,10.0,0.8749,health/philosophy,hard,152,High,Spanish,Grok,1.0,1.0,0.88890625
13,mirror,lv,gemini-3-flash,3.5,0.883,environment/energy,moderate,272,Low,Latvian,Gemini,0.35,0.35,0.8863481249999999
34,mirror,ja,claude-sonnet-4-6,0.0,0.905,art/culture,easy,404,High,Japanese,Claude,0.0,0.0,0.8879131250000001
16,mirror,bn,grok-4.1,1.5,0.889,technology/policy,moderate,587,Low,Bengali,Grok,0.15,0.15,0.9057468750000001
20,mirror,de,grok-4.1,2.5,0.8719,culture/technology,easy,94,High,German,Grok,0.25,0.25,0.876353125
19,mirror,lv,gemini-3-flash,1.5,0.9075,rights/technology,hard,375,Low,Latvian,Gemini,0.15,0.15,0.8863481249999999
34,mirror,de,grok-4.1,5.0,0.8926,art/culture,easy,62,High,German,Grok,0.5,0.5,0.876353125
23,mirror,es,grok-4.1,10.0,0.8945,society/education,hard,62,High,Spanish,Grok,1.0,1.0,0.88890625
8,mirror,ar,gpt-5.1,6.0,0.877,technology/ethics,hard,476,Medium,Arabic,GPT-5.1,0.6,0.6,0.87887875
37,mirror,de,kimi-k2.5,5.5,0.8695,psychology/science,easy,388,High,German,Kimi,0.55,0.55,0.876353125
20,mirror,bn,mistral-large,2.0,0.8918,culture/technology,easy,398,Low,Bengali,Mistral,0.2,0.2,0.9057468750000001
7,mirror,de,grok-4.1,4.0,0.8953,technology/culture,easy,96,High,German,Grok,0.4,0.4,0.876353125
15,mirror,lv,grok-4.1,10.0,0.8957,health/policy,hard,195,Low,Latvian,Grok,1.0,1.0,0.8863481249999999
17,mirror,es,grok-4.1,3.0,0.8958,culture/values,moderate,79,High,Spanish,Grok,0.3,0.3,0.88890625
17,mirror,sl,gpt-5.1,2.0,0.9024,culture/values,moderate,347,Low,Slovenian,GPT-5.1,0.2,0.2,0.88904375
5,mirror,ja,gemini-3-flash,3.5,0.8757,culture/society,moderate,386,High,Japanese,Gemini,0.35,0.35,0.8879131250000001
3,mirror,zh,gemini-3-flash,2.0,0.8772,science/exploration,moderate,552,High,Chinese,Gemini,0.2,0.2,0.87353
37,mirror,sl,mistral-large,4.0,0.8769,psychology/science,easy,275,Low,Slovenian,Mistral,0.4,0.4,0.88904375
33,mirror,zh,claude-sonnet-4-6,1.0,0.8825,psychology/family,moderate,431,High,Chinese,Claude,0.1,0.1,0.87353
29,mirror,ja,gemini-3-flash,0.0,0.9033,technology/society,moderate,339,High,Japanese,Gemini,0.0,0.0,0.8879131250000001
5,mirror,de,gpt-5.1,2.5,0.8727,culture/society,moderate,260,High,German,GPT-5.1,0.25,0.25,0.876353125
20,mirror,lv,grok-4.1,3.5,0.8784,culture/technology,easy,128,Low,Latvian,Grok,0.35,0.35,0.8863481249999999
34,mirror,lv,grok-4.1,5.0,0.9038,art/culture,easy,104,Low,Latvian,Grok,0.5,0.5,0.8863481249999999
16,mirror,ja,grok-4.1,0.0,0.8913,technology/policy,moderate,316,High,Japanese,Grok,0.0,0.0,0.8879131250000001
1,mirror,fr,claude-sonnet-4-6,-1.0,0.8848,genetics/science,hard,375,High,French,Claude,0.0,-0.1,0.870670625
10,mirror,lv,kimi-k2.5,-0.5,0.8956,genetics/ethics,hard,389,Low,Latvian,Kimi,0.0,-0.05,0.8863481249999999
30,mirror,en,mistral-large,4.0,1.0,technology/work,moderate,153,High,English,Mistral,0.4,0.4,1.0
4,mirror,ar,grok-4.1,2.0,0.8636,education/technology,moderate,399,Medium,Arabic,Grok,0.2,0.2,0.87887875
34,mirror,es,gemini-3-flash,0.0,0.8972,art/culture,easy,188,High,Spanish,Gemini,0.0,0.0,0.88890625
20,mirror,ja,gpt-5.1,0.0,0.881,culture/technology,easy,470,High,Japanese,GPT-5.1,0.0,0.0,0.8879131250000001
10,mirror,bn,gpt-5.1,4.5,0.9108,genetics/ethics,hard,580,Low,Bengali,GPT-5.1,0.45,0.45,0.9057468750000001
39,mirror,es,grok-4.1,0.0,0.8824,technology/philosophy,moderate,105,High,Spanish,Grok,0.0,0.0,0.88890625
35,mirror,en,gemini-3-flash,3.0,1.0,education/philosophy,moderate,285,High,English,Gemini,0.3,0.3,1.0
15,mirror,fr,grok-4.1,10.0,0.8965,health/policy,hard,112,High,French,Grok,1.0,1.0,0.870670625
11,mirror,en,claude-sonnet-4-6,-1.0,1.0,economics/policy,moderate,321,High,English,Claude,0.0,-0.1,1.0
37,mirror,ar,gemini-3-flash,0.0,0.8682,psychology/science,easy,271,Medium,Arabic,Gemini,0.0,0.0,0.87887875
29,mirror,sl,gpt-5.1,1.5,0.8972,technology/society,moderate,243,Low,Slovenian,GPT-5.1,0.15,0.15,0.88904375
35,mirror,sl,grok-4.1,3.0,0.8833,education/philosophy,moderate,211,Low,Slovenian,Grok,0.3,0.3,0.88904375
39,mirror,de,mistral-large,1.5,0.8897,technology/philosophy,moderate,218,High,German,Mistral,0.15,0.15,0.876353125
7,mirror,es,grok-4.1,3.0,0.8934,technology/culture,easy,80,High,Spanish,Grok,0.3,0.3,0.88890625
7,mirror,fr,claude-sonnet-4-6,0.5,0.8874,technology/culture,easy,362,High,French,Claude,0.05,0.05,0.870670625
40,mirror,fr,grok-4.1,8.5,0.8748,ethics/environment,moderate,102,High,French,Grok,0.85,0.85,0.870670625
24,mirror,de,grok-4.1,4.5,0.8994,economics/policy,moderate,140,High,German,Grok,0.45,0.45,0.876353125
39,mirror,fr,gemini-3-flash,2.5,0.8835,technology/philosophy,moderate,320,High,French,Gemini,0.25,0.25,0.870670625
32,mirror,en,gpt-5.1,4.0,1.0,society/demographics,moderate,245,High,English,GPT-5.1,0.4,0.4,1.0
40,mirror,bn,gpt-5.1,5.5,0.8991,ethics/environment,moderate,616,Low,Bengali,GPT-5.1,0.55,0.55,0.9057468750000001
31,mirror,zh,claude-sonnet-4-6,1.5,0.8914,psychology/philosophy,moderate,393,High,Chinese,Claude,0.15,0.15,0.87353
10,mirror,ar,gpt-5.1,2.0,0.8751,genetics/ethics,hard,646,Medium,Arabic,GPT-5.1,0.2,0.2,0.87887875
31,mirror,sl,kimi-k2.5,1.5,0.9008,psychology/philosophy,moderate,295,Low,Slovenian,Kimi,0.15,0.15,0.88904375
36,mirror,en,grok-4.1,3.5,1.0,science/philosophy,easy,153,High,English,Grok,0.35,0.35,1.0
30,mirror,lv,gpt-5.1,1.5,0.8724,technology/work,moderate,485,Low,Latvian,GPT-5.1,0.15,0.15,0.8863481249999999
32,mirror,zh,grok-4.1,6.5,0.8646,society/demographics,moderate,265,High,Chinese,Grok,0.65,0.65,0.87353
1,mirror,de,kimi-k2.5,-2.5,0.8848,genetics/science,hard,212,High,German,Kimi,0.0,-0.25,0.876353125
7,mirror,en,gpt-5.1,3.5,1.0,technology/culture,easy,266,High,English,GPT-5.1,0.35,0.35,1.0
15,mirror,es,gpt-5.1,3.0,0.9001,health/policy,hard,216,High,Spanish,GPT-5.1,0.3,0.3,0.88890625
22,mirror,fr,gpt-5.1,4.0,0.8858,society/ethics,hard,421,High,French,GPT-5.1,0.4,0.4,0.870670625
18,mirror,ar,kimi-k2.5,0.5,0.8667,science/environment,moderate,278,Medium,Arabic,Kimi,0.05,0.05,0.87887875
12,mirror,lv,gpt-5.1,4.0,0.8734,environment/ethics,moderate,287,Low,Latvian,GPT-5.1,0.4,0.4,0.8863481249999999
2,mirror,bn,gemini-3-flash,4.5,0.9002,technology/work,moderate,251,Low,Bengali,Gemini,0.45,0.45,0.9057468750000001
37,mirror,zh,mistral-large,3.0,0.8782,psychology/science,easy,584,High,Chinese,Mistral,0.3,0.3,0.87353
